 run_id:         1000
 total_energy:   -14.9518908301023     
 C          5.76004948        5.00000000        5.21146887
 C          4.23995055        5.00000000        5.21146887
 H          3.88713737        5.00000000        4.22078758
 H          3.88769135        5.85789340        5.70758178
 H          3.88769135        4.14210660        5.70758178
 H          6.11286262        5.00000000        4.22078757
 H          6.11230864        5.85789341        5.70758179
 H          6.11230864        4.14210659        5.70758178
